ID,Name,Date of Birth,Weight (KG),Height (CM),Locality,Nationality,Association,Wins,Losses,Draws,Last Fight
7532,Stacy Hakes,None,86.64,0,"Lake Havasu, Arizona",United States,None,4,16,0,2007-07-27T00:00:00
7533,RJ McLeod,None,85.28,0,None,None,Brausa Academy,0,1,0,2003-05-03T00:00:00
7534,Jason Dehart,None,74.84,0,None,None,Brausa Academy,1,5,1,2009-03-21T00:00:00
7535,Gustavo Dantas,None,71.67,0,None,None,None,1,0,0,2003-05-03T00:00:00
7536,Marcos Galvao,1982-06-23T00:00:00,61.23,170.18,"Manaus, Amazonas",Brazil,Marcos Galvao MMA,18,7,1,2016-12-02T00:00:00
7537,Orlando Machado,None,0,0,None,None,None,0,0,0,2003-05-02T00:00:00
7538,Carl Otto,None,0,0,None,Denmark,None,0,0,0,2003-05-02T00:00:00
7539,August Wallen,None,83.91,187.96,Gothenburg,Sweden,Gladius MMA,8,1,0,2014-04-26T00:00:00
7540,Anthony Njokuani,1980-03-01T00:00:00,70.31,182.88,"Garland, Texas",United States,Janjira Muay Thai,16,12,0,2016-06-11T00:00:00
7541,Paul Martinez,None,0,0,None,None,None,0,1,0,2003-05-03T00:00:00
7542,Jimmy Cleaver,None,0,0,None,None,None,1,2,0,2003-05-16T00:00:00
7543,Steve Jimenez,None,0,0,Texas,USA,None,3,1,0,2006-06-09T00:00:00
7544,Rod Ramirez,None,0,0,None,None,None,0,1,0,2003-02-15T00:00:00
7545,Daoud Rahimi,None,0,0,None,Holland,Dave Jonkers,0,1,0,2003-04-27T00:00:00
7546,Ahmed Cift,None,0,0,None,Holland,Team Schrijber,1,0,0,2003-04-27T00:00:00
7547,Jelle Waringa,None,0,0,None,Holland,None,0,1,0,2003-04-27T00:00:00
7548,Abdenbi Chakar,None,92.99,0,None,Holland,None,0,2,0,2004-03-28T00:00:00
7549,Marco Bermudaz,None,0,0,None,USA,None,0,1,0,2000-05-13T00:00:00
7550,Brazo de Plata,None,0,0,None,Mexico,CMLL,0,1,0,2003-05-05T00:00:00
7552,Edgar Luna Pozos,1970-04-20T00:00:00,0,0,"Mexico City, Federal District",Mexico,AAA,4,5,0,2010-02-13T00:00:00
7553,Kato Kung Lee Jr.,None,0,0,None,Mexico,Freelance,0,1,0,2003-05-05T00:00:00
7554,Ryu Echigo,None,0,0,None,Japan,U-File Camp,1,0,0,2003-05-05T00:00:00
7555,Rodrigo Lopez,None,0,0,None,None,None,1,0,0,2001-12-01T00:00:00
7556,Andy West,None,0,0,None,None,None,3,0,0,2001-12-01T00:00:00
7557,Azuel Presido,None,0,0,None,None,None,1,0,0,2001-12-01T00:00:00
7558,Osho Berman,None,0,0,None,None,None,0,0,1,2001-12-01T00:00:00
7559,Austin Springs,None,0,0,None,None,None,0,2,0,2002-03-02T00:00:00
7560,Brad Conway,1981-10-04T00:00:00,92.99,180.34,"Bradford, West Yorkshire",England,HAMMA,1,15,0,2016-04-02T00:00:00
7561,Matt Wurstner,None,0,0,None,None,None,2,1,1,2001-12-01T00:00:00
7562,Travis Reich,None,0,0,None,None,None,1,1,0,2002-03-02T00:00:00
7563,Joe Warmington,None,0,0,None,None,None,1,0,0,2000-11-12T00:00:00
7564,Paul Briggs,None,0,0,None,None,None,2,0,0,2010-10-24T00:00:00
7565,Roy Moore,None,0,0,None,None,None,0,1,0,2000-11-12T00:00:00
7566,Ian Leach,None,0,0,None,None,None,0,2,0,2001-06-09T00:00:00
7567,Lee Bowes,None,0,0,None,None,None,0,1,0,2002-03-03T00:00:00
7568,Paul Nichols,None,0,0,None,None,None,1,1,0,2001-05-19T00:00:00
7569,John Andrews,None,0,0,None,None,None,0,1,0,2000-11-12T00:00:00
7570,Justin Nelson,None,0,0,None,None,None,2,0,0,2003-04-19T00:00:00
7571,Tim         Williams,None,0,0,None,None,None,1,4,0,2006-02-18T00:00:00
7572,Luke Davenport,None,0,0,None,None,None,0,1,0,2003-03-22T00:00:00
7573,Ryan Carlin,None,0,0,None,None,None,0,1,0,2003-03-22T00:00:00
7574,Scott Sires,None,0,0,None,None,None,0,1,0,2003-03-22T00:00:00
7575,Shane Primmer,None,0,0,None,None,None,1,0,0,2002-10-19T00:00:00
7576,Chris Oren,None,0,0,None,None,None,1,0,0,2002-10-19T00:00:00
7577,Daryl Evans,None,0,0,None,None,None,1,0,0,2002-10-19T00:00:00
7578,Abe Javadi,None,0,0,None,None,None,5,4,0,2005-04-02T00:00:00
7579,Mike McMahon,None,0,0,None,None,None,2,1,0,2003-02-21T00:00:00
7580,Jerry Chris,None,0,0,None,None,None,1,0,0,2002-10-19T00:00:00
7581,Seth Baer,None,0,0,None,None,None,7,4,1,2007-06-30T00:00:00
7582,Chad Grove,None,0,0,None,None,None,0,1,0,2002-10-19T00:00:00
7583,Damion Giancola,None,0,0,None,None,None,0,1,0,2002-10-19T00:00:00
7584,Phil Parker,None,0,0,None,None,None,1,17,0,2008-05-10T00:00:00
7585,Justin Drummond,None,0,0,None,None,None,0,1,0,2002-10-19T00:00:00
7586,Matt Hershberger,1971-03-01T00:00:00,92.99,180.34,"Zanesville, Ohio",USA,None,6,11,0,2006-12-08T00:00:00
7587,Jeremy Marion,None,0,0,None,None,None,0,1,0,2002-10-19T00:00:00
7588,Yoko Horiguchi,None,0,0,None,None,None,0,1,0,2003-05-07T00:00:00
7589,Keiko Matsukawa,None,0,0,None,None,None,0,3,0,2004-06-06T00:00:00
7590,Izumi Noguchi,1975-05-22T00:00:00,52.16,165.1,Ibaraki,Japan,None,5,5,1,2009-08-09T00:00:00
7591,Fatiha Abalhaja,None,0,0,None,None,None,0,1,0,2003-05-07T00:00:00
7592,Caroline Hoeberchts,None,0,0,None,None,None,0,2,0,2003-08-06T00:00:00
7593,Vincenzo Torretta,None,0,0,None,Italy,None,0,1,0,2003-05-09T00:00:00
7594,Massimo Ciani,None,0,0,None,Italy,None,2,3,0,2006-07-28T00:00:00
7595,Francesco Bagorda,None,0,0,None,Italy,None,0,1,0,2003-05-09T00:00:00
7596,Ryan Hall,None,0,0,None,None,None,1,0,0,2003-05-03T00:00:00
7597,D.R. Williams,None,92.99,0,Minnesota,United States,None,3,8,0,2003-07-05T00:00:00
7598,Dave Goddard,None,0,0,None,None,None,2,5,1,2004-05-08T00:00:00
7599,Tom Ahrens,None,67.13,167.64,Pennsylvania,United States,None,14,14,0,2015-08-21T00:00:00
7600,Pierre Poledorn,None,0,0,None,None,None,1,0,0,2003-05-03T00:00:00
7601,Jordan Koepke,None,0,0,None,None,None,0,1,0,2003-05-03T00:00:00
7602,Jason Waldschmidt,None,0,0,None,None,None,0,3,0,2007-01-27T00:00:00
7603,Jeremy Armstrong,None,0,0,None,None,None,0,4,0,2003-05-03T00:00:00
7604,Caleb Longford,None,65.77,170.18,None,None,None,10,13,1,2003-08-30T00:00:00
7605,Chris Collins,None,0,0,None,None,Tiro Luta,1,1,0,2001-06-09T00:00:00
7606,Cory Smith,None,0,0,None,None,None,1,0,0,2001-05-19T00:00:00
7607,Clint Relf,None,0,0,None,None,None,0,1,0,2001-05-19T00:00:00
7608,Eddie Smith,None,0,0,None,None,None,0,2,0,2001-11-17T00:00:00
7609,Robert Gullickson,None,0,0,None,None,None,1,0,0,2003-05-10T00:00:00
7610,Keith Richards,None,0,0,None,None,None,7,16,0,2013-03-30T00:00:00
7611,JB Brown,None,0,0,None,None,None,1,1,0,2006-02-02T00:00:00
7612,Nelson Liboni,None,0,0,None,None,None,1,0,0,2003-05-10T00:00:00
7613,David Winston,None,0,0,None,None,None,0,1,0,2003-05-10T00:00:00
7614,Jared McManus,None,0,0,None,None,None,0,3,0,2003-08-16T00:00:00
7615,Tate Musae,None,0,0,None,None,None,0,1,0,2003-05-10T00:00:00
7616,Jimmy Simms,None,0,0,None,None,None,0,1,0,2003-05-10T00:00:00
7617,Chris White,None,63.5,0,None,None,None,2,2,0,2006-08-19T00:00:00
7618,Chuck Ferr,None,0,0,None,None,None,0,1,0,2003-05-10T00:00:00
7619,Jody Harrison,None,0,0,None,None,None,0,4,0,2003-05-10T00:00:00
7620,Chris Mills,None,0,0,None,None,None,0,4,0,2003-08-16T00:00:00
7621,Igor Pokrajac,1979-02-01T00:00:00,92.99,182.88,Zagreb,Croatia,American Top Team,28,13,0,2016-04-10T00:00:00
7622,Sinisa Andrijasevic,None,0,0,None,Croatia,None,0,1,0,2003-05-03T00:00:00
7623,Pavel Botka,None,108.86,195.58,None,Slovakia,None,7,9,1,2010-05-30T00:00:00
7624,Stanislav Batchevanov,None,0,0,None,Bulgaria,None,1,3,0,2003-12-20T00:00:00
7625,Andre Castro,None,0,0,None,Brazil,None,2,1,0,2003-05-03T00:00:00
7626,Florin Vintila,None,0,0,Algarve,Portugal,Albufeira Top Team,1,2,0,2008-05-31T00:00:00
7627,Filipe Ferreira,None,0,0,Lisbon,Portugal,None,0,1,0,2003-03-22T00:00:00
7628,Patrick Fritzl,None,0,0,None,Slovakia,None,0,1,0,2002-12-01T00:00:00
7629,Dmitry Ivanov,None,0,0,None,Bulgaria,None,0,1,0,2002-12-01T00:00:00
7630,Eros Iris,None,0,0,None,Hungary,None,0,2,0,2010-10-24T00:00:00
7631,Mick Evans,None,0,0,None,None,None,2,0,0,2003-10-11T00:00:00
7632,Kyle Noke,1980-03-18T00:00:00,77.11,185.42,"Dubbo, New South Wales",Australia,Jackson-Wink MMA,22,10,1,2016-11-26T00:00:00
7633,Peter Davis,None,0,0,None,None,Hard Rock Gym,4,10,1,2008-08-02T00:00:00
7634,Nathan Stahr,None,0,0,None,None,Team Alliance,1,2,0,2003-05-04T00:00:00
7635,Danny Higgins,None,80.29,180.34,"Redcliffe, Queensland",Australia,Jackson-Wink MMA,7,4,0,2006-03-18T00:00:00
7636,Api Hemara,None,93.44,180.34,"Gold Coast, Queensland",Australia,Five Rings Dojo,9,10,2,2014-03-08T00:00:00
7637,Tony Green,None,92.53,175.26,None,Australia,Integrated MMA,3,2,0,2004-09-03T00:00:00
7638,Steve O'Connor,None,0,0,None,None,None,1,1,0,2004-06-05T00:00:00
7639,Adrian Bolton,None,0,0,None,None,None,2,2,0,2003-05-04T00:00:00
7640,Shannon Hall,None,0,0,None,None,None,3,1,0,2004-06-05T00:00:00
7641,Chris Peppard,None,0,0,None,None,None,0,1,0,2003-05-04T00:00:00
7642,Kym Robinson,1980-01-19T00:00:00,92.99,0,"Adelaide, South Australia",Australia,Rings Fighting Network Toowoomba,10,7,0,2014-09-13T00:00:00
7643,Bennet Jarvis,None,0,0,None,None,None,0,1,0,2003-05-04T00:00:00
7644,Byron Donnelly,None,77.11,182.88,"Cains, Queensland",Australia,None,5,2,0,2005-07-02T00:00:00
7645,Gordon Bergey,None,0,0,None,Canada,None,0,1,0,2003-05-04T00:00:00
7646,Ignacio Aragao,None,0,0,None,None,None,1,0,0,1984-11-30T00:00:00
7647,Tim Rock,None,0,0,None,None,Inner Strength Martial Arts,2,4,0,2003-06-14T00:00:00
7648,Nick Matinen,None,0,0,None,None,None,0,3,0,2003-11-26T00:00:00
7649,Jess Bottom,None,0,0,None,None,None,0,1,0,2003-04-12T00:00:00
7650,Ryan Mapes,None,0,0,None,None,None,1,0,0,2002-11-30T00:00:00
7651,Roger Seward,None,68.04,175.26,None,None,None,2,2,0,2004-01-17T00:00:00
7652,Josh Hendricks,1976-08-28T00:00:00,117.48,187.96,"Mansfield, Ohio",United States,Superior Health Club,19,11,0,2014-03-14T00:00:00
7653,Cory Messer,None,0,0,None,None,None,0,1,0,2002-11-30T00:00:00
7654,Don Larkins,None,0,0,None,None,None,0,1,0,2002-11-30T00:00:00
7655,Brett Harris,None,0,0,None,None,None,2,4,0,2006-01-13T00:00:00
7656,Gary Jarvis,None,0,0,None,None,None,4,6,0,2005-08-26T00:00:00
7657,Rob Hendee,None,0,0,None,None,None,3,11,0,2005-11-25T00:00:00
7658,Steve Downs,None,0,0,None,None,None,0,1,0,2002-11-30T00:00:00
7659,Dan Harter,None,0,0,None,None,None,0,4,0,2009-05-22T00:00:00
7660,Alexandr Kozhevnikov,None,0,0,Novosibirsk,Russia,None,2,2,0,2003-07-12T00:00:00
7661,Vladimir Yushko,None,0,0,None,Belarus,None,19,13,2,2008-05-24T00:00:00
7662,Jerry Po,None,99.79,195.58,None,USA,None,0,1,0,2003-05-11T00:00:00
7663,Khabib Magomedov,None,70.31,0,"Makhachkala, Dagestan",Russia,None,1,1,0,2000-04-09T00:00:00
7664,Marcelo Dourado,1972-04-29T00:00:00,70.31,180.34,"Porto Alegre, Rio Grande do Sul",Brazil,None,1,7,0,2009-04-17T00:00:00
7665,Wagner Tulio,None,0,0,None,Brazil,None,0,2,0,2004-10-16T00:00:00
7666,Ashton Szabo,1919-05-09T00:00:00,88.45,185.42,"Santa Monica, California",USA,Five Rings Fight Team,0,1,0,2003-05-16T00:00:00
7668,Aurimas Motejunas,None,0,0,Kaunas,Lithuania,Titanas,4,1,0,2002-05-04T00:00:00
7669,Giedrius Savinskas,None,0,0,Kaunas,Lithuania,None,3,1,0,2000-03-12T00:00:00
7670,Aleksandr Osipovich,None,0,0,None,Belarus,None,0,1,0,2000-03-12T00:00:00
7671,Viacheslav Shapovalov,None,0,0,None,Belarus,None,1,1,0,2001-09-29T00:00:00
7672,Sergei Gur,None,92.99,185.42,Minsk,Belarus,SWA,0,1,1,2000-03-12T00:00:00
7673,Remigijus Pukelis,None,0,0,Klaipeda,Lithuania,None,0,1,0,1997-11-29T00:00:00
7674,Linas Martinkus,None,0,0,Klaipeda,Lithuania,None,2,2,0,1999-11-20T00:00:00
7675,Arturas Pranckevicius,None,0,0,Kaunas,Lithuania,None,0,2,0,2008-03-08T00:00:00
7676,Arturas Metrikis,None,0,0,Kaunas,Lithuania,None,0,1,0,1997-11-29T00:00:00
7677,Egidijus Gikaras,None,0,0,Klaipeda,Lithuania,None,2,0,0,1996-11-30T00:00:00
7678,Robertas Grigas,None,0,0,Klaipeda,Lithuania,None,0,1,0,1996-11-30T00:00:00
7679,Algis Bartulevicius,None,0,0,Alytus,Lithuania,None,1,1,0,1996-11-30T00:00:00
7680,Randy Vera,None,0,0,None,None,None,4,3,0,2010-02-27T00:00:00
7681,Jose Florez,None,0,0,None,None,None,3,1,0,2002-11-01T00:00:00
7682,Shunichi Akimoto,None,89.81,172.72,None,Japan,Wajutsu Keishukai Iwate,1,4,1,2005-12-04T00:00:00
7683,Daisuke Hanazawa,1976-02-20T00:00:00,69.85,170.18,"Chatan, Okinawa",Japan,Wild Seasar,19,15,5,2012-01-22T00:00:00
7684,Kazuhiro Hamanaka,1978-10-24T00:00:00,92.99,170.18,Tokyo,Japan,Laughter7,5,7,1,2009-10-25T00:00:00
7685,Adam Lazowski,None,0,0,None,None,WCA Fight Team,1,6,0,2015-09-25T00:00:00
7686,Alex Pullin,None,70.31,0,None,England,Rogerstone Freestyle Judo,3,1,0,2006-11-26T00:00:00
7687,Ben Willis,None,70.31,0,None,England,Tokon Submission,0,1,0,2003-05-10T00:00:00
7688,Jorge Masvidal,1984-11-12T00:00:00,77.11,180.34,"Miami, Florida",United States,American Top Team,32,11,0,2017-01-28T00:00:00
7689,Efrain Ruiz,1972-10-24T00:00:00,83.91,177.8,"Miami, Florida",United States,Freestyle Fighting Academy,6,9,0,2010-09-18T00:00:00
7690,Fabiano Scherner,1972-06-30T00:00:00,116.57,193.04,"Florianopolis, Santa Catarina",Brazil,Team Quest,11,10,0,2016-06-04T00:00:00
7691,Scott Bowman,None,107.5,0,"Chatanooga, Tennessee",USA,Blaylock Defense,0,1,0,2003-05-24T00:00:00
7692,Hidehisa Matsuda,None,83.91,0,None,Japan,U-File Camp,1,3,0,2004-11-03T00:00:00
7693,Tomoyuki Fukami,None,65.77,0,None,Japan,Freelance,9,2,6,2011-09-04T00:00:00
7694,Hirohide Fujinuma,1975-09-04T00:00:00,89.81,172.72,"Kokubunji, Tokyo",Japan,Independent,12,6,2,2014-12-31T00:00:00
7695,Alexandr Zein,None,0,0,Volgograd,Russia,None,0,1,0,2001-02-08T00:00:00
7696,Viktor Basenko,None,0,0,Yaroslavl,Russia,None,0,2,0,2001-08-04T00:00:00
7697,Alexey Kovalev,None,0,0,St. Petersburg,Russia,None,1,1,0,2001-02-08T00:00:00
7698,Andrey Sergeev,None,0,0,Krasnoyarsk,Russia,None,3,1,0,2001-10-01T00:00:00
7699,Eugeni Lapshin,None,0,0,Krasnoyarsk,Russia,None,1,1,0,2001-02-08T00:00:00
7700,Rustam Gaydarov,None,0,0,"Makhachkala, Dagestan",Russia,None,4,2,0,2004-04-29T00:00:00
7701,David Safarov,None,0,0,Tula,Russia,None,1,2,0,2001-02-08T00:00:00
7702,Vitali Shkraba,None,0,0,None,None,None,1,1,0,2001-02-08T00:00:00
7703,Denis Kaydash,None,0,0,"Zheleznogorsk, Siberia",Russia,None,1,2,0,2002-05-18T00:00:00
7704,Alexandr Muyko,None,0,0,Moscow,Russia,None,0,1,0,2002-05-18T00:00:00
7705,Artem Khromovskikh,None,0,0,"Bratsk, Siberia",Russia,None,2,3,0,2002-05-18T00:00:00
7706,Vladimir Pokoyakov,None,0,0,"Krasnoyarsk, Siberia",Russia,None,4,1,0,2007-10-26T00:00:00
7707,Mikhail Yusupov,None,0,0,Volgograd,Russia,None,1,1,0,2002-05-18T00:00:00
7708,Andrey Shulunov,None,0,0,"Irkutsk, Siberia",Russia,None,2,0,0,2002-05-18T00:00:00
7709,Artyom Fedorenko,None,0,0,"Irkutsk, Siberia",Russia,None,1,1,0,2002-05-18T00:00:00
7710,Dmitry Vanev,None,0,0,"Irkutsk, Siberia",Russia,None,1,1,0,2002-05-18T00:00:00
7711,Alexander Ershov,None,0,0,None,Russia,None,0,2,0,2002-05-18T00:00:00
7712,Viktor Vinter,None,0,0,Krasnoyarsk,Russia,Golden Walley,2,0,0,2002-05-18T00:00:00
7713,Vladimir Surnin,None,0,0,"Bratsk, Siberia",Russia,None,0,1,0,2002-05-18T00:00:00
7714,Kazbek Kerimhanov,None,0,0,"Mahachkala, Dagestan",Russia,None,1,2,0,2002-05-18T00:00:00
7715,Dmitry Tsarev,None,0,0,"Habarovsk, Siberia",Russia,None,0,1,0,2002-05-18T00:00:00
7716,Shamil Abramov,None,0,0,"Mahachkala, Dagestan",Russia,None,4,2,0,2004-06-25T00:00:00
7717,Ganjo Tentsuku,1982-01-08T00:00:00,69.4,172.72,None,Japan,Purebred Omiya,9,5,2,2010-04-25T00:00:00
7718,Takeshi Inoue,1980-03-18T00:00:00,64.86,172.72,"Yokohama, Kanagawa",Japan,Rising Sun,23,10,0,2016-09-19T00:00:00
7719,Issei Tsurumi,1971-10-31T00:00:00,51.71,167.64,None,Japan,RJW G2,2,3,0,2004-11-25T00:00:00
7720,Takehiro Ishii,1979-07-11T00:00:00,56.7,162.56,"Suginami, Tokyo",Japan,Independent,17,13,3,2016-09-11T00:00:00
7721,Takehiro Harusaki,1982-04-21T00:00:00,51.71,154.94,"Hirado, Nagasaki",Japan,Chokushinkai,5,8,1,2011-09-04T00:00:00
7722,Takamitsu Oba,1975-12-28T00:00:00,75.75,180.34,"Nagasaki, Nagasaki",Japan,Wajutsu Keishukai Nagasaki,2,1,2,2010-02-21T00:00:00
7723,Mike Bencic,1966-07-03T00:00:00,99.79,185.42,Pula,Croatia,None,1,2,0,2004-02-15T00:00:00
7724,Mario Horacio,None,0,0,None,None,None,0,1,0,2003-05-10T00:00:00
7725,Diego Augustin,None,0,0,None,None,None,0,1,0,2003-05-10T00:00:00
7726,Silvio Rojas,None,0,0,None,None,None,0,1,0,2003-05-10T00:00:00
7727,Sebastian Borean,None,0,0,None,None,None,1,2,0,2003-05-10T00:00:00
7728,Cristian Albarracin,None,0,0,None,None,None,1,0,0,2003-05-10T00:00:00
7729,Adam Gibson,None,0,0,None,None,None,0,0,1,2003-05-21T00:00:00
7730,Kevin Knabjian,1984-07-05T00:00:00,70.76,177.8,"Chicago, Illinois",United States,Gilbert Grappling,12,7,1,2012-03-31T00:00:00
7733,Emerson de Lima,1979-05-18T00:00:00,77.11,177.8,"Sao Jose dos Pinhais, Parana",Brazil,Parana Vale Tudo,5,7,0,2014-12-14T00:00:00
7735,Matheus Andraus,None,0,0,None,None,None,2,3,0,2008-08-09T00:00:00
7736,Christopher Almeida,None,0,0,None,Brazil,None,2,1,0,2004-10-30T00:00:00
7737,Claudineney Kozan,None,0,0,None,None,None,4,0,0,2004-05-22T00:00:00
7739,Josni Ossowski,None,70.31,0,"Sao Bento do Sul, Santa Catarina",Brazil,Falcao Fight Team,0,3,0,2004-11-05T00:00:00
7740,Jean Paul,None,0,0,None,None,None,0,2,0,2005-06-05T00:00:00
7741,Alexandre Marciano,None,0,0,None,None,None,0,4,0,2003-11-29T00:00:00
7742,Jefferson Gege,None,70.31,0,"Sao Pedro, Sao Paulo",Brazil,Pitbull Sao Pedro,1,3,0,2009-03-22T00:00:00
7743,Sarion Adams,None,76.66,0,"Joinville, Santa Catarina",Brazil,Nova Uniao,3,4,0,2012-05-05T00:00:00
7744,Marivaldo Moreira,None,0,0,None,None,None,1,4,0,2009-05-16T00:00:00
7745,Paul Martinez,None,0,0,None,None,None,0,1,0,2001-10-30T00:00:00
7746,Reiji Shimabukuro,1981-06-04T00:00:00,63.96,170.18,"Urasoe, Okinawa",Japan,Hybrid Wrestling Mugen,0,3,0,2004-02-06T00:00:00
7747,Shinpei Sotoyama,1984-04-17T00:00:00,83.01,175.26,None,Japan,Wajutsu Keishukai Tokyo,7,5,2,2008-12-06T00:00:00
7748,Doug Sauer,1976-04-06T00:00:00,99.79,185.42,None,United States,Damage Incorporated,4,11,0,2011-01-29T00:00:00
7749,Chad Pearson,None,0,0,None,None,None,0,1,0,2003-06-06T00:00:00
7750,Marie Colangelo,1981-12-18T00:00:00,58.06,157.48,"Detroit, Michigan",United States,Eastside Combat Club,0,0,0,2009-12-05T00:00:00
7751,Troy Gentz,None,0,0,None,None,None,1,1,0,2003-06-06T00:00:00
7752,Matt Brady,None,0,0,None,None,None,2,3,0,2004-09-24T00:00:00
7753,Ryanne Dee,None,0,0,None,None,None,0,0,0,2003-06-06T00:00:00
7754,Jeremiah Pocock,None,77.11,0,None,None,None,6,2,0,2007-09-15T00:00:00
7755,Josh McKeever,None,83.91,0,None,None,None,0,1,0,2003-06-07T00:00:00
7756,Travis Schulte,None,0,0,None,None,None,3,3,0,2003-07-04T00:00:00
7757,Billy Stamp,None,70.31,182.88,"Peoria, Illinois",United States,None,13,9,1,2010-09-11T00:00:00
7758,Jordan Anderson,None,0,0,None,None,None,2,4,0,2005-12-10T00:00:00
7759,Tim Panicucci,None,61.23,0,"Milwaukee, Wisconsin",USA,Adrian Serrano Combat Sports Gym,1,4,0,2006-05-06T00:00:00
7760,Ishmael Mates,None,0,0,None,None,None,0,1,0,2003-05-31T00:00:00
7761,Caleb Olson,None,0,0,None,None,None,0,1,0,2003-05-31T00:00:00
7762,Bryan Bresler,1978-04-04T00:00:00,74.84,0,"Cedar Rapids, Iowa",USA,Woody's Showclub,4,4,1,2006-09-09T00:00:00
7763,Joel Cleverly,None,0,0,None,None,None,0,1,0,2003-04-12T00:00:00
7764,James Ray,None,0,0,None,None,None,1,1,0,2003-04-12T00:00:00
7765,Chad Hall,None,0,0,None,None,None,0,1,0,2003-04-12T00:00:00
7766,Adam Sullivan,None,0,0,None,None,None,0,1,0,2003-04-12T00:00:00
7767,Dylan Clay,None,77.11,0,"Durango, Colorado",United States,None,8,3,0,2011-03-12T00:00:00
7768,Makana Albino,None,0,0,None,None,None,3,0,0,2006-09-02T00:00:00
7769,Sam Bass,None,0,0,None,None,None,1,1,0,2003-12-05T00:00:00
7770,Cruz Malaiakini,None,83.91,175.26,None,None,None,0,2,0,2003-06-07T00:00:00
7771,Vance Pu,None,77.11,172.72,"Maui, Hawaii",United States,Hana Fight Team,0,2,0,2004-05-07T00:00:00
7772,Timo Laaksomaa,None,0,0,None,None,None,1,2,0,2003-05-24T00:00:00
7773,Franco de Leonardis,1978-07-22T00:00:00,70.31,177.8,Aschaffenburg,Germany,Arena Aschaffenburg,11,5,0,2010-02-06T00:00:00
7774,Phillip Schade,1984-11-02T00:00:00,83.91,187.96,Lossburg,Germany,Sakura Dojo,3,8,0,2008-01-27T00:00:00
7775,Guisseppe Borgio,None,0,0,None,None,None,2,3,0,2003-12-06T00:00:00
7776,Frieder Braun,None,0,0,None,None,None,0,1,0,2003-05-24T00:00:00
7777,Robert Schelling,None,0,0,None,None,None,0,2,0,2003-05-24T00:00:00
7778,Thomas Riehle,None,0,0,None,None,None,4,5,0,2003-05-24T00:00:00
7779,Glenn Kunkel,None,0,0,None,None,None,1,0,0,2003-06-01T00:00:00
7780,James Irvin,1978-09-12T00:00:00,83.91,187.96,"Citrus Heights, California",United States,Reign MMA,17,10,0,2012-04-29T00:00:00
7781,George Lopez,None,0,0,None,None,None,4,5,0,2005-04-09T00:00:00
7782,Kenny Kingsford,None,92.08,182.88,"Sacramento, California",United States,None,5,8,0,2010-03-06T00:00:00
7783,Bob Medlyn,None,0,0,None,None,None,0,1,0,2003-06-01T00:00:00
7784,John Pop,None,83.91,177.8,"Natomas, California",USA,No Limits Underground,0,4,0,2006-09-15T00:00:00
7785,Chas Jacquier,1984-03-12T00:00:00,70.31,182.88,"Grass Valley, California",USA,Team Storm,9,9,0,2009-10-31T00:00:00
7786,Paxton Ryan,None,0,0,None,None,None,0,1,0,2002-10-12T00:00:00
7787,Jafar Sultanaliev,None,0,0,None,None,None,0,3,0,2004-06-05T00:00:00
7788,Matvey Baranov,None,0,0,None,None,None,0,1,0,2003-06-07T00:00:00
7789,Alvin Delemico,None,0,0,None,None,None,0,2,0,2004-05-23T00:00:00
7790,John Mitchel,None,0,0,None,None,None,0,1,0,2003-06-08T00:00:00
7791,Mike Fouquet,None,0,0,None,None,None,0,1,0,2003-06-08T00:00:00
7792,John Rotandella,None,92.53,0,None,None,None,0,2,0,2003-08-15T00:00:00
7793,Erik Certo,None,0,0,None,None,None,0,2,0,2003-06-07T00:00:00
7794,Andy Ruggerio,None,0,0,None,None,None,2,0,0,2002-12-07T00:00:00
7795,Pete Sell,1982-08-25T00:00:00,81.19,180.34,"Bay Shore, New York",United States,Serra-Longo Fight Team,10,7,0,2015-09-25T00:00:00
7796,Derek Johnson,None,0,0,None,None,None,0,3,0,2003-12-14T00:00:00
7797,Brock Arthur,None,0,0,None,None,None,1,1,0,2003-12-20T00:00:00
7798,Jason Miller,1980-12-24T00:00:00,83.91,182.88,"Mission Viejo, California",United States,Team Mayhem,23,10,0,2016-05-21T00:00:00
7799,Mark Wilson,None,0,0,None,England,None,3,2,0,2004-03-28T00:00:00
7800,Aaron Marsa,None,0,0,None,None,None,1,1,0,2004-03-28T00:00:00
7801,Wayne Cook,None,0,0,None,None,None,1,0,0,2003-09-06T00:00:00
7802,Aaron Blackwell,None,61.23,175.26,London,England,AWOL,15,10,1,2016-09-10T00:00:00
7803,Andrew Dartmouth,None,0,0,None,None,None,0,1,1,2004-04-11T00:00:00
7804,Alec Davenport,None,0,0,None,None,None,0,1,0,2003-06-14T00:00:00
7805,Jose Enrique Anton,None,0,0,None,Spain,S.h.o.o.t Spain,2,3,0,2010-12-18T00:00:00
7806,Patrick Suhl,None,81.19,0,None,Germany,German Top Team,2,6,0,2004-08-28T00:00:00
7807,Fletcher Sievers,None,0,0,None,None,None,2,1,0,2006-08-04T00:00:00
7808,Josh Barlowe,1983-05-31T00:00:00,70.31,180.34,"Rapid City, South Dakota",United States,Dynamic Martial Arts,2,1,0,2007-11-24T00:00:00
7809,Tom Sarah,None,70.31,180.34,Colorado,United States,Grudge Training Center,3,2,0,2010-04-17T00:00:00
7810,Denis Acuna,None,0,0,Colorado,USA,None,0,1,0,2003-06-14T00:00:00
