Name,Nickname,Wins,Losses,Draws,No Contests,Height (in.),Weight (lbs),Reach (in.),Stance,Birth Date,Sig. Strikes landed/min,strike acc. (%),Sig Strikes taken/min,Strike def. (%),TD/15 min,TD acc. (%),TD def. (%),sub/15 min
Marion Reneau,The Belizean Bruiser,7,3,0,,66,135,68,Orthodox,1977-06-20,3.64,37,2.85,69,0.50,100,60,0.8
John Renken,The Saint,19,28,3,1,72,190,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Herman Renting,,1,3,0,,72,215,,Switch,,0.00,0,0.00,0,0.00,0,0,0.0
Polo Reyes,El Toro,8,3,0,,71,155,71,,1984-11-07,6.38,39,4.19,65,0.00,0,40,0.0
Gaston Reyno,Tonga,4,0,0,2,72,145,,,1986-11-11,7.79,62,3.90,44,0.00,0,0,11.7
Johnny Rhodes,,2,1,0,,72,210,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Mike Rhodes,Biggie,6,4,0,,73,170,74,Orthodox,1989-12-04,3.20,39,4.13,64,0.96,33,75,0.5
Vitor Ribeiro,Shaolin,20,5,0,,68,154,,Orthodox,1979-02-24,1.00,28,1.95,48,1.58,26,100,1.2
Will Ribeiro,,10,2,0,,68,135,,Orthodox,1983-02-17,1.83,28,1.64,74,1.15,100,50,2.9
Mike Ricci,The Martian,9,4,0,,72,155,77,Southpaw,1986-03-18,1.80,32,1.64,65,0.67,100,54,0.0
Alessandro Ricci,,10,4,0,,71,155,69,Orthodox,1982-07-21,1.87,46,1.80,61,0.00,0,64,0.0
Matt Ricehouse,,5,1,0,,,155,,,1987-03-11,3.70,44,4.80,47,1.00,22,81,0.0
John Richard,,3,3,0,,,205,,,1982-05-22,0.00,0,0.00,0,0.00,0,0,0.0
Rex Richards,,7,2,0,,77,265,,,,17.65,58,5.29,72,0.00,0,0,0.0
Mike Richman,The Marine,18,6,0,,68,135,,,1985-06-23,4.06,44,3.49,43,0.00,0,76,0.0
Dave Rickels,The Caveman,16,4,0,1,71,155,,,1989-01-05,4.29,59,5.53,42,0.00,0,25,0.0
Matthew Riddle,Deep Waters,7,3,0,2,73,170,74,Southpaw,1986-01-14,3.01,42,2.74,54,3.51,50,89,0.5
Joe Riggs,Diesel,41,17,0,1,72,185,70,Southpaw,1982-09-23,2.41,51,1.69,57,2.45,55,62,0.6
Jeremiah Riggs,,7,5,0,,72,185,,,1982-12-17,0.00,0,0.00,0,0.00,0,0,0.0
Aaron Riley,,29,14,1,,68,155,69,Southpaw,1980-12-09,3.45,34,3.78,61,1.18,34,60,0.1
Jason Riley,The Juggernaut,9,6,0,,78,245,,,1975-09-22,0.00,0,9.68,33,0.00,0,50,0.0
Moise Rimbon,Swamp,18,9,3,,70,205,,Orthodox,1977-04-20,0.80,34,1.00,71,1.00,50,37,0.0
Jordan Rinaldi,All Day,12,5,0,,70,155,72,Orthodox,1987-09-25,1.20,31,2.33,56,2.00,28,0,1.0
Nick Ring,The Promise,13,3,0,,72,185,74,Southpaw,1979-02-10,3.52,42,3.48,62,1.36,36,52,0.3
Mike Rio,The Wolverine,9,4,0,,70,155,71,Orthodox,1981-07-06,1.68,39,2.99,53,2.58,27,0,1.0
Albert Rios,,13,6,0,,68,145,,,,0.00,0,0.00,0,0.00,0,0,0.0
Rafael Rios,,3,2,0,,,150,,,,0.00,0,0.00,0,0.00,0,0,0.0
Maria Rios,,2,3,0,,65,125,,,1983-05-31,2.93,34,4.13,56,2.00,50,100,0.0
Shannon Ritch,The Cannon,47,74,0,4,69,190,,Orthodox,1970-09-27,1.00,100,6.00,50,0.00,0,0,0.0
Diego Rivas,Pitbull,7,0,0,,68,145,69,Orthodox,1991-11-11,0.98,40,1.18,60,2.21,75,57,0.0
Jorge Rivera,El Conquistador,19,9,0,,73,185,73,Orthodox,1972-02-28,3.16,48,2.64,54,0.84,50,63,0.1
Dante Rivera,,15,6,0,,73,185,,Southpaw,1974-12-08,2.27,53,4.00,25,0.00,0,16,0.0
Mario Rivera,,6,6,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Francisco Rivera,Cisco,11,7,0,1,68,135,68,Orthodox,1981-10-08,4.07,41,3.16,68,1.01,63,68,0.6
Jonathan Rivera,,4,1,0,,,155,,,,4.36,49,3.90,60,0.00,0,0,0.0
Jimmie Rivera,El Terror,20,1,0,,64,135,68,Orthodox,1989-06-29,4.52,40,2.97,66,0.97,33,100,0.0
Nicdali Rivera-Calanoc,The Night Queen,8,8,0,,63,105,,,1985-06-12,1.82,20,2.42,78,0.00,0,0,0.0
Pedro Rizzo,The Rock,19,10,0,,73,241,,Orthodox,1974-05-03,1.93,34,3.02,50,0.26,28,78,0.0
Justin Robbins,,12,10,1,,65,135,,,1980-07-29,0.67,37,3.20,47,0.00,0,0,0.0
Andre Roberts,The Chief,14,2,1,,74,345,,Orthodox,1965-02-24,0.00,0,0.00,0,0.00,0,0,0.0
David Roberts,,5,8,0,,73,170,,Orthodox,1975-11-15,0.00,0,0.00,0,0.00,0,0,0.0
Joey Roberts,,4,3,0,,74,200,,,,0.00,0,0.00,0,0.00,0,0,0.0
Tyrone Roberts,Native Warrior,39,10,1,,69,185,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Ryan Roberts,,16,10,1,1,66,155,,Orthodox,1978-07-16,0.00,0,22.50,45,0.00,0,0,0.0
Taylor Roberts,,3,7,0,,71,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Daniel Roberts,Ninja,12,4,0,,70,170,74,Southpaw,1980-08-05,0.73,20,2.27,46,2.46,44,40,2.5
Buddy Roberts,,12,3,0,,74,185,,Orthodox,1982-10-17,2.17,34,2.08,70,0.00,0,76,0.7
Danny Roberts,Hot Chocolate,13,2,0,,73,170,74,Southpaw,1987-07-14,4.53,39,4.16,57,0.00,0,53,0.5
Kenny Robertson,,15,5,0,,70,170,74,Orthodox,1984-02-14,3.72,47,3.02,52,1.37,26,57,0.8
Chad Robichaux,Robo,11,2,0,,64,135,,,1975-08-18,0.00,0,0.00,0,0.00,0,0,0.0
Mark Robinson,White Rhino,1,0,0,1,72,265,,Orthodox,,0.00,0,5.80,13,0.00,0,0,0.0
Colin Robinson,Big C,9,10,0,,76,243,,Orthodox,1968-11-27,6.19,69,7.91,37,2.58,100,50,5.2
Alvin Robinson,,12,6,0,,69,155,68,Southpaw,1982-07-16,1.57,50,1.29,51,1.24,50,25,1.2
Vagner Rocha,Ceara,11,4,0,,70,155,73,Orthodox,1982-06-06,2.64,42,4.50,48,1.40,33,50,1.9
Carlos Eduardo Rocha,Ta Danado,9,2,0,,70,170,70,Orthodox,1981-07-12,1.24,34,1.85,55,0.00,0,52,1.4
Keith Rockel,Rock,12,4,1,,72,185,,Orthodox,,1.13,73,0.21,66,4.63,75,100,4.6
Luke Rockhold,,15,3,0,,75,185,77,Southpaw,1984-10-17,4.17,48,2.12,60,0.56,40,69,1.4
Kevin Roddy,K-Rod,10,13,1,1,71,145,,,,2.64,30,2.38,60,0.00,0,50,0.0
Bruno Korea,Korea,4,2,0,,66,135,65,,1991-06-28,2.01,34,3.42,40,0.00,0,25,0.0
Paul Rodriguez,,10,8,2,,67,155,,Orthodox,,0.84,100,1.68,68,0.00,0,50,0.0
Ricco Rodriguez,Suave,47,13,0,,76,265,,Orthodox,1977-08-19,1.85,51,1.15,61,2.30,39,40,1.0
Manuel Rodriguez,Chalate,10,4,0,,69,170,68,Orthodox,1985-04-25,0.81,33,3.23,38,9.09,75,0,0.0
Yair Rodriguez,El Pantera,11,1,0,,71,145,71,,1992-10-06,4.14,43,2.03,64,1.45,40,61,1.3
Marcos Rogerio de Lima,Pezao,15,5,1,,73,205,75,Orthodox,1985-06-25,4.79,55,4.36,50,0.00,0,33,1.6
Brett Rogers,The Grim,11,4,0,1,77,265,81,Orthodox,1981-02-17,3.17,44,3.20,46,0.00,0,58,0.0
Brian Rogers,The Professional Predator,11,8,0,,71,185,,,1984-02-15,4.79,38,5.76,58,1.22,50,100,0.6
Pete Rogers Jr.,The Heat,2,3,0,,72,145,,,,0.66,15,1.71,65,0.00,0,0,0.0
Shane Roller,,11,7,0,,70,155,72,Orthodox,1979-07-14,2.04,34,2.65,60,2.46,33,42,1.9
Jared Rollins,J-Roc,8,4,0,,69,170,,Orthodox,1977-01-26,3.33,57,2.41,39,2.50,50,50,1.2
Tim Roman,,2,2,0,,73,170,,,1985-06-08,0.60,40,2.40,40,1.00,100,16,0.0
Ricardo Romero,,11,3,0,,72,205,76,Orthodox,1978-04-15,2.17,55,4.77,46,1.63,10,100,3.3
Yoel Romero,Soldier of God,12,1,0,,72,185,73,Southpaw,1977-04-30,3.26,54,2.01,63,1.96,38,77,0.0
Jesse Ronson,The Body Snatcher,13,5,0,,70,155,70,Southpaw,1985-12-24,3.09,46,2.73,59,0.67,40,61,0.3
George Roop,,15,13,1,,73,135,72,Orthodox,1981-11-10,3.43,34,2.47,60,1.05,57,59,0.1
Joao Roque,,7,2,4,,66,155,,Orthodox,1971-07-22,0.00,0,0.00,0,0.00,0,0,0.0
Aaron Rosa,,17,5,0,,76,205,78,Orthodox,1983-05-28,4.03,47,4.41,45,0.36,33,85,0.4
Charles Rosa,Boston Strong,11,2,0,,69,145,69,Switch,1986-08-24,3.18,37,3.52,50,3.27,38,50,1.3
Jake Rosholt,,12,3,0,1,73,185,,Orthodox,1982-02-09,2.68,53,2.33,49,6.51,68,0,1.8
Jared Rosholt,,14,3,0,,74,265,75,Orthodox,1986-08-04,2.08,46,1.52,59,1.83,41,66,0.1
Kevin Rosier,,2,6,0,,76,275,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Zach Rosol,,1,1,0,,,243,,,,0.00,0,14.21,25,0.00,0,0,0.0
Nick Rossborough,Leatherface,20,15,0,,77,205,,,1981-11-18,2.80,35,4.33,35,0.00,0,100,0.0
Kristian Rothaermel,,4,3,0,,72,205,,Open Stance,1972-01-31,0.75,50,2.49,41,0.00,0,0,0.0
Ben Rothwell,,36,10,0,,76,265,78,Orthodox,1981-10-17,2.89,41,3.92,46,0.84,36,69,0.4
Rick Roufus,,4,6,0,,72,207,,Southpaw,,0.53,33,1.06,33,0.00,0,50,0.0
Khalil Rountree Jr.,The War Horse,6,2,0,,73,205,74,Southpaw,1990-02-26,1.00,54,1.75,33,0.00,0,50,0.0
Ronda Rousey,Rowdy,12,2,0,,67,135,68,Orthodox,1987-02-01,4.17,52,4.14,44,6.26,68,50,4.8
Ray Routh,,2,1,0,,68,185,,Orthodox,,0.54,21,3.22,28,2.69,33,0,0.0
Roberta Rovel,Crusher,4,1,0,,68,145,,,,0.87,46,3.00,26,0.00,0,100,0.0
Kain Royer,,2,2,0,,,185,,,,0.00,0,1.63,14,0.00,0,0,4.1
Brad Royster,,1,2,0,,,135,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mauricio Rua,Shogun,24,10,0,,73,205,76,Orthodox,1981-11-25,3.58,51,2.49,55,2.15,47,45,0.9
Murilo Rua,Ninja,20,12,1,,71,185,,Orthodox,1980-05-22,2.48,45,1.85,53,1.97,45,37,1.2
Marco Ruas,King of the Streets,9,4,2,,73,210,,Orthodox,1961-01-23,0.00,0,0.00,0,0.00,0,0,0.0
Rodrigo Ruas,,4,5,1,1,70,185,,Orthodox,1977-10-06,1.28,35,7.00,41,0.00,0,0,0.0
Rodolfo Rubio,Fito,12,8,0,,65,145,66,Orthodox,1987-01-29,1.13,36,1.00,62,2.00,33,33,0.0
Gabe Ruediger,Godzilla,17,7,0,,70,155,,Orthodox,1977-08-29,1.70,31,5.16,41,2.04,11,28,0.0
Eddie Ruiz,,1,1,0,,67,155,,Orthodox,1967-06-10,0.20,25,1.40,47,2.00,12,0,0.0
Anthony Ruiz,El Toro,27,16,0,,74,205,,Orthodox,1977-11-03,1.74,56,1.91,26,1.09,25,14,0.0
Paul Ruiz,,6,2,0,,66,135,,,1987-06-23,1.40,33,1.40,75,0.00,0,100,20.9
Mike Russow,,15,3,0,1,73,255,73,Orthodox,1976-09-11,1.55,47,2.90,59,4.66,43,0,0.7
Bas Rutten,El Guapo,28,4,1,,73,205,,Orthodox,1965-02-24,5.59,61,2.06,79,0.00,0,0,0.0
Casey Ryan,,3,1,0,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Yusup Saadulaev,Maestro,8,1,1,,66,135,,,1985-03-31,0.57,45,0.96,66,5.73,60,0,1.0
Pete Sabala,,3,13,0,,,135,,,,0.00,0,0.00,0,0.00,0,0,0.0
Amir Sadollah,,7,5,0,,70,170,74,Orthodox,1980-08-27,4.71,46,3.55,60,0.57,27,60,0.3
Frankie Saenz,,11,5,0,,66,135,66,Orthodox,1980-08-12,3.94,44,3.11,52,1.73,33,69,0.2
Saparbeg Safarov,,8,1,0,,73,205,78,Orthodox,1986-10-14,4.68,28,7.59,44,0.00,0,0,0.0
Tarec Saffiedine,Sponge,16,6,0,,70,170,70,Switch,1986-09-06,4.05,48,2.90,63,0.48,33,85,0.1
Jason Saggo,,12,3,0,,71,155,71,Orthodox,1985-11-23,2.31,40,2.70,51,2.48,39,20,0.0
Ovince Saint Preux,,19,10,0,,75,205,80,Southpaw,1983-04-08,2.77,46,2.49,46,1.28,48,64,0.5
Lukasz Sajewski,Wookie,13,3,0,,68,155,71,Orthodox,1990-11-27,2.06,35,3.88,57,1.01,25,66,0.0
Yukio Sakaguchi,,6,6,0,,69,185,,Orthodox,1973-07-26,0.30,25,2.40,50,4.50,100,0,9.0
Augusto Sakai,,9,0,0,,75,255,,,1991-05-19,4.04,40,2.60,59,0.00,0,100,0.0
Alessio Sakara,Legionarius,19,11,0,1,72,185,72,Orthodox,1981-09-02,3.96,47,2.80,59,2.18,78,62,0.0
Wataru Sakata,,11,13,0,,69,195,,Southpaw,1973-03-11,1.11,61,2.08,31,0.00,0,0,0.0
Kazushi Sakuraba,The Gracie Hunter,26,16,1,2,72,185,,Southpaw,1969-07-14,1.26,41,2.03,51,1.26,31,48,1.7
Hayato Sakurai,Mach,36,12,2,,67,168,,Orthodox,1975-08-24,2.45,49,1.94,59,1.87,69,56,0.3
Ryuta Sakurai,,22,16,6,,67,183,,Orthodox,,1.80,48,3.44,58,0.52,100,36,1.6
Justin Salas,J-Bomb,12,7,0,,68,155,70,Southpaw,1982-03-13,3.42,43,2.96,68,2.43,20,0,0.0
Ivan Salaverry,,13,8,0,,72,185,,Orthodox,1971-01-11,3.01,47,1.19,76,0.49,18,36,2.5
Roman Salazar,El Gallito,9,4,0,1,67,135,67,Orthodox,1988-02-21,1.95,39,2.89,57,1.77,18,50,0.0
John Salgado,Greco,4,7,1,,70,170,,,,0.99,50,1.86,40,0.00,0,50,0.0
Gabriel Salinas-Jones,,5,2,1,,73,245,,,1984-11-20,0.00,0,0.00,0,0.00,0,0,0.0
Brandon Saling,White Steel,8,6,0,,70,170,,,1986-01-28,2.88,40,6.08,20,0.00,0,57,0.0
Sean Salmon,,18,17,0,,70,185,,Southpaw,1977-09-11,1.49,33,2.03,65,4.06,50,0,0.0
John Salter,,8,2,0,,73,185,74,Southpaw,1985-03-21,1.68,32,1.68,68,2.85,46,66,0.5
Josh Samman,Anqa,12,5,0,,75,185,79,Orthodox,1988-03-14,2.08,52,2.47,34,1.09,33,33,0.4
Johnny Sampaio,,3,1,0,,68,170,,Orthodox,1975-09-11,1.32,40,2.64,50,9.89,50,0,9.9
Joshua Sampo,The Gremlin,11,5,0,,64,125,64,Orthodox,1984-07-24,1.99,36,2.96,55,1.06,33,40,2.1
Josh San Diego,JSD,5,1,0,,70,135,,,,0.00,0,0.00,0,0.00,0,0,0.0
Diego Sanchez,Nightmare,29,9,0,,70,155,72,Southpaw,1981-12-31,2.75,36,2.95,58,1.48,21,50,1.0
Eddie Sanchez,The Manic Hispanic,13,5,0,,74,230,74,Orthodox,1982-11-04,3.45,43,3.30,43,1.13,26,42,0.0
Julian Sanchez,,0,1,0,,75,300,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Bobby Sanchez,The Kid,6,17,0,,67,155,,Orthodox,,0.00,0,0.00,100,0.00,0,100,0.0
Donald Sanchez,,29,13,0,,70,145,,,1984-08-18,0.58,50,1.16,55,0.00,0,50,0.0
Joby Sanchez,,7,2,0,,66,125,68,Orthodox,1991-06-24,3.37,29,2.96,66,0.76,66,37,0.4
Emmanuel Sanchez,El Matador,13,2,0,,69,145,71,,1990-08-11,4.45,35,4.17,55,0.25,6,16,0.5
Erick Sanchez,,6,2,0,,70,145,,,1990-10-04,0.00,0,0.00,0,0.00,0,0,0.0
Andrew Sanchez,El Dirte,10,2,0,,73,205,73,Orthodox,1988-04-08,3.50,42,2.50,55,3.00,50,100,0.0
Jesse Sanders,,22,6,0,,72,170,,Orthodox,,0.00,0,6.45,35,0.00,0,50,0.0
Luke Sanders,Cool Hand,11,0,0,,66,145,67,Southpaw,1985-12-12,7.16,54,4.40,58,0.00,0,0,4.1
Jerrod Sanders,J-Reazie,15,3,0,1,68,135,72,Orthodox,1979-10-01,0.88,64,1.14,46,2.20,33,50,1.6
Hugo Sandoval,,2,2,0,,,135,,,,0.00,0,0.00,0,0.00,0,0,0.0
Raul Sandoval,,3,3,0,,,130,,,,0.00,0,0.00,0,0.00,0,0,0.0
Joseph Sandoval,,6,2,0,,67,135,,Southpaw,1986-05-11,1.82,42,12.12,60,0.00,0,0,0.0
Hector Sandoval,Kid Alex,13,3,0,,62,125,64,Orthodox,1986-07-19,2.26,47,1.55,72,1.78,16,76,1.8
Chris Sanford,,5,1,0,,71,185,,Orthodox,1968-03-12,0.23,50,3.22,17,0.00,0,0,3.5
Roldan Sangcha-an,The Executioner,4,2,0,,64,125,65,Orthodox,1990-12-04,2.71,46,2.15,51,1.94,60,68,0.0
Yuhi Sano,,0,4,0,,71,243,,Orthodox,1965-02-02,0.00,0,0.00,0,0.00,0,0,0.0
Jonathan Santa Maria,,3,1,0,,69,125,,,,3.60,51,2.53,74,0.00,0,80,0.0
Sean Santella,Shorty Rock,15,5,1,1,65,125,,,1984-10-25,0.00,0,0.00,0,0.00,0,0,0.0
Jorge Santiago,The Sandman,25,11,0,,73,170,74,Orthodox,1980-10-09,1.69,35,2.62,56,0.58,30,52,0.8
Jose Santibanez,,10,3,0,,,155,,,1980-01-18,0.00,0,0.00,0,0.00,0,0,0.0
Art Santore,Pachuco,18,8,0,,74,185,,,1972-10-26,1.40,12,7.31,52,0.00,0,100,0.0
Adriano Santos,,0,1,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Paulo Santos,,0,3,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Evangelista Santos,Cyborg,18,15,0,,70,170,76,Orthodox,1977-12-12,3.94,36,6.01,49,0.78,100,50,0.4
Luis Santos,,50,7,1,,73,170,,Southpaw,,4.40,57,4.00,64,0.00,0,0,0.0
Iliarde Santos,,27,9,1,1,65,125,66,Orthodox,1980-09-25,3.00,30,6.10,57,1.66,23,83,0.0
Leonardo Santos,Nenhum,16,4,1,,72,155,75,Orthodox,1980-02-05,2.30,40,2.64,61,1.14,25,86,0.5
Thiago Santos,Marreta,13,5,0,,72,185,76,Orthodox,1984-01-07,3.29,46,2.37,63,0.33,20,72,0.0
Bruno Santos,Carioca,14,2,0,,69,185,69,Orthodox,1987-07-17,1.18,46,2.27,56,3.00,37,66,0.3
Andre Santos,Chatuba,38,10,0,,72,170,,,,2.77,34,4.17,41,2.50,29,75,0.0
Gleristone Santos,Toninho Furia,27,5,0,,69,145,,,1988-08-20,3.40,31,4.40,64,0.00,0,75,0.0
Nick Sanzo,,1,1,0,,69,190,,,,0.00,0,0.00,0,0.00,0,0,0.0
Bob Sapp,The Beast,11,8,0,,77,350,,Orthodox,1974-09-22,3.19,55,1.88,49,0.58,100,72,0.0
Daniel Sarafian,,10,6,0,,69,185,73,Orthodox,1982-08-21,2.23,46,3.10,58,0.36,7,53,0.7
Diego Saraiva,The Octopus,21,16,1,,66,155,,Orthodox,1982-04-23,1.64,32,3.58,62,1.33,40,0,0.7
Harris Sarmiento,The Hitman,33,23,0,,69,155,,Orthodox,1983-09-09,0.84,25,3.46,36,2.36,60,57,0.0
Alexander Sarnavskiy,Tiger,30,3,0,,71,155,,,1989-01-17,1.43,66,2.06,42,0.00,0,75,0.0
Yuki Sasaki,,22,19,1,1,74,185,,Orthodox,1976-09-12,1.09,43,1.20,57,0.43,100,66,0.0
Kyosuke Sasaki,,3,7,4,,67,183,,Southpaw,,0.33,45,0.93,46,0.00,0,0,0.0
Ulka Sasaki,Ulka,19,4,2,,70,135,71,Southpaw,1989-10-07,1.74,35,2.58,52,2.24,30,38,1.1
Paul Sass,,13,2,0,,72,155,73,Orthodox,1988-08-04,0.53,26,1.90,51,0.53,16,33,7.4
Masaaki Satake,,1,8,1,,73,220,,Orthodox,1965-08-17,1.40,35,3.76,41,0.00,0,58,0.0
Takenori Sato,,17,10,7,,70,170,71,Southpaw,1985-06-08,0.46,33,12.92,9,0.00,0,0,0.0
Jeimeson Saudino,The Minion,8,5,0,,66,135,,,1991-03-05,0.66,30,0.82,84,2.47,50,0,2.5
Tom Sauer,,24,12,0,,73,263,,,1970-11-11,0.00,0,0.00,0,0.00,0,0,0.0
Townsend Saunders,,0,2,0,,65,170,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Ben Saunders,Killa B,20,7,2,,74,170,77,Orthodox,1983-04-13,3.33,53,3.16,53,0.28,40,72,1.3
Chad W. Saunders,,7,2,0,,70,170,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Chris Saunders,The So Cal Kid,9,3,0,,68,155,,,1986-03-11,1.48,22,2.96,75,3.70,100,0,0.0
Lumumba Sayers,,4,3,0,,72,185,,,1978-06-30,2.54,41,2.37,48,7.63,75,0,2.5
Mark Scanlon,,7,2,0,,69,170,,Orthodox,,2.20,35,3.33,48,3.00,75,25,2.0
Eric Schafer,Red,14,7,2,,75,185,75,Orthodox,1977-09-20,1.89,34,3.38,56,1.81,36,50,1.8
Kerry Schall,Meat Truck,23,12,0,1,74,265,,Orthodox,1971-08-09,0.94,11,4.84,63,0.00,0,0,0.0
Eric Schambari,,15,4,0,,71,185,,Orthodox,1978-04-22,1.43,42,1.07,54,3.00,42,0,1.0
Brendan Schaub,Big Brown,11,5,0,,76,245,78,Orthodox,1983-03-18,2.92,37,2.22,57,2.32,46,72,0.4
Antonio Schembri,Nino,5,5,0,,69,205,,Orthodox,1974-06-01,0.72,26,2.12,55,1.31,40,0,0.4
Fabiano Scherner,Pegaleve,8,8,0,3,75,257,,Orthodox,1972-06-30,1.31,31,3.20,38,1.09,33,40,0.0
Samy Schiavo,,10,6,0,,68,155,,Orthodox,1975-12-24,1.68,34,2.62,38,0.94,50,66,0.9
Pat Schilling,Thrilling,5,2,0,,68,145,69,Orthodox,1988-08-28,1.87,26,8.24,52,0.00,0,0,0.0
Joe Schilling,,2,5,0,,75,185,,,,2.84,52,2.64,48,0.00,0,44,0.0
Semmy Schilt,Hightower,26,14,1,,82,265,,Orthodox,1973-10-27,1.20,50,1.31,53,0.00,0,47,1.1
Adam Schindler,,9,3,0,,68,155,,,1983-05-19,0.00,0,0.00,0,0.00,0,0,0.0
Daniel Schmitt,,1,3,0,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Colleen Schneider,,1,3,0,,,135,,,,2.17,48,2.50,50,2.50,50,60,0.0
Matt Schnell,Danger,10,3,0,,68,125,70,Orthodox,1990-01-15,3.70,42,6.87,21,0.00,0,0,0.0
Alex Schoenauer,,15,10,0,,75,185,,Orthodox,1976-05-05,1.22,40,2.27,42,0.00,0,22,4.9
Darrill Schoonover,The Boss,11,5,0,,74,220,,Orthodox,1985-07-18,1.20,33,4.35,38,0.00,0,50,1.1
Bob Schrijber,Dirty,20,17,1,,72,240,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Nate Schroeder,,11,10,0,,73,230,,,,0.00,0,0.00,0,0.00,0,0,0.0
Lacey Schuckman,,6,4,0,,63,125,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mark Schultz,,1,1,0,,69,200,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Brian Schwartz,,1,1,0,,75,170,,Orthodox,,1.27,44,0.87,45,0.00,0,50,1.0
Eric Schwartz,,2,0,0,,,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Justin Scoggins,Tank,11,3,0,,67,135,66,Southpaw,1992-05-02,3.75,53,1.71,60,4.26,66,84,0.6
Bradley Scott,Bear,11,4,0,,73,185,76,,1989-06-24,3.33,43,3.55,58,0.51,15,72,0.8
Greg Scott,,3,4,0,,69,145,,,,3.90,55,7.79,37,11.69,100,0,0.0
Mike Seal,Crazy Boy,13,14,1,1,76,185,,Orthodox,,5.50,68,3.33,50,0.00,0,33,0.0
Matt Secor,,7,2,0,,72,170,,,1986-09-26,1.02,20,1.63,50,6.12,100,0,6.1
Kenneth Seegrist,,4,6,0,,72,185,,Orthodox,,3.21,66,1.28,0,0.00,0,40,14.4
Neil Seery,TwoTap,16,12,0,,64,125,64,Orthodox,1979-08-30,3.11,40,2.95,62,0.89,31,54,1.8
Rony Sefo,,0,2,0,,69,225,,Orthodox,,0.00,0,0.43,0,0.00,0,0,0.0
Ray Sefo,Sugarfoot,2,1,0,,72,240,,Orthodox,1971-02-15,0.86,31,1.71,72,0.00,0,66,0.0
Brendan Seguin,,23,17,1,,72,185,,,1976-07-03,2.60,45,0.60,84,5.00,62,100,0.0
Pete Sell,Drago,9,5,0,,71,170,75,Orthodox,1982-08-05,2.60,42,3.65,51,0.91,21,47,0.9
Andrei Semenov,,30,9,2,,72,185,,Orthodox,1977-06-17,0.78,15,2.44,60,1.74,80,55,0.4
Mackens Semerzier,Da Menace,8,4,0,1,69,145,72,Orthodox,1980-11-03,2.91,45,3.48,46,2.14,50,50,2.1
Brandon Sene,,2,2,0,,71,205,,,1981-05-21,0.00,0,0.00,0,0.00,0,0,0.0
Kim In Seok,,3,5,0,,66,145,,Orthodox,,0.87,37,5.19,60,0.00,0,0,0.0
Ray Seraille,,8,9,0,,75,246,,,,5.29,27,17.65,41,0.00,0,0,0.0
Ivan Serati,,12,4,0,,72,205,,Orthodox,,0.86,26,5.33,29,0.00,0,0,0.0
Alex Serdyukov,The Russian Crusher,8,5,0,,74,170,74,Orthodox,1980-05-24,3.92,42,2.53,54,1.56,60,70,2.6
Nicholas Sergiacomi,,1,1,0,,,170,,,,4.38,55,3.94,59,0.00,0,0,0.0
Matt Serra,The Terra,11,7,0,,66,170,68,Orthodox,1974-06-02,1.98,39,2.64,46,2.05,20,38,0.9
Nick Serra,The Mad Monkey,7,3,0,,69,170,,Orthodox,1978-03-27,0.00,0,1.73,43,1.00,10,0,2.0
Adrian Serrano,,56,29,4,,68,170,,,1963-12-23,0.00,0,0.00,0,0.00,0,0,0.0
Fredy Serrano,El Profe,3,2,0,,63,125,65,Orthodox,1979-09-22,1.58,26,1.89,61,2.84,25,84,0.0
Carl Seumanutafa,,4,3,0,,73,255,,Orthodox,,0.00,0,3.33,75,0.00,0,0,0.0
Dan Severn,The Beast,100,18,7,,74,250,,Southpaw,1958-06-08,0.00,0,0.00,0,0.00,0,0,0.0
Rosi Sexton,The Surgeon,13,4,0,,63,135,63,Orthodox,1977-07-16,3.31,39,7.42,41,0.75,10,80,0.0
Scott Shaffer,,0,1,0,,67,145,,Orthodox,,2.40,67,0.53,50,0.00,0,72,3.0
Kamal Shalorus,Prince of Persia,7,3,2,,68,155,68,Orthodox,1972-08-27,3.06,32,2.99,70,2.07,50,80,0.0
Ken Shamrock,The World's Most Dangerous Man,28,16,2,,73,205,72,Orthodox,1964-02-11,1.47,46,4.30,39,0.94,60,44,2.5
